,DateTime,Vehicles
487,3/1/2017,4829
488,3/2/2017,4711
489,3/3/2017,4604
490,3/4/2017,4001
491,3/5/2017,3893
492,3/6/2017,4582
493,3/7/2017,4652
494,3/8/2017,4555
495,3/9/2017,4728
496,3/10/2017,4522
497,3/11/2017,3757
498,3/12/2017,3690
499,3/13/2017,4315
500,3/14/2017,4786
501,3/15/2017,4770
502,3/16/2017,4708
503,3/17/2017,4690
504,3/18/2017,4218
505,3/19/2017,3994
506,3/20/2017,4946
507,3/21/2017,5009
508,3/22/2017,4986
509,3/23/2017,4808
510,3/24/2017,4656
511,3/25/2017,4126
512,3/26/2017,3876
513,3/27/2017,4806
514,3/28/2017,4866
515,3/29/2017,4694
516,3/30/2017,5056
517,3/31/2017,4763
518,4/1/2017,4257
519,4/2/2017,4430
520,4/3/2017,5020
521,4/4/2017,4997
522,4/5/2017,5014
523,4/6/2017,4935
524,4/7/2017,4564
525,4/8/2017,4198
526,4/9/2017,4179
527,4/10/2017,5001
528,4/11/2017,4980
529,4/12/2017,4806
530,4/13/2017,4657
531,4/14/2017,4229
532,4/15/2017,3910
533,4/16/2017,3914
534,4/17/2017,4756
535,4/18/2017,4935
536,4/19/2017,5290
537,4/20/2017,5272
538,4/21/2017,4898
539,4/22/2017,4164
540,4/23/2017,4154
541,4/24/2017,5014
542,4/25/2017,5117
543,4/26/2017,4956
544,4/27/2017,4856
545,4/28/2017,4509
546,4/29/2017,4020
547,4/30/2017,4004
548,5/1/2017,4381
549,5/2/2017,4985
550,5/3/2017,4907
551,5/4/2017,4926
552,5/5/2017,4705
553,5/6/2017,3856
554,5/7/2017,3776
555,5/8/2017,4673
556,5/9/2017,4900
557,5/10/2017,4942
558,5/11/2017,4952
559,5/12/2017,4815
560,5/13/2017,3949
561,5/14/2017,3788
562,5/15/2017,4834
563,5/16/2017,4876
564,5/17/2017,4833
565,5/18/2017,4999
566,5/19/2017,4774
567,5/20/2017,3990
568,5/21/2017,3838
569,5/22/2017,5170
570,5/23/2017,5153
571,5/24/2017,5074
572,5/25/2017,5077
573,5/26/2017,4750
574,5/27/2017,4051
575,5/28/2017,3867
576,5/29/2017,5029
577,5/30/2017,5177
578,5/31/2017,5123
579,6/1/2017,5317
580,6/2/2017,4967
581,6/3/2017,4093
582,6/4/2017,3770
583,6/5/2017,4867
584,6/6/2017,5464
585,6/7/2017,5331
586,6/8/2017,5193
587,6/9/2017,5084
588,6/10/2017,4060
589,6/11/2017,3911
590,6/12/2017,5177
591,6/13/2017,5605
592,6/14/2017,5426
593,6/15/2017,5204
594,6/16/2017,5061
595,6/17/2017,4054
596,6/18/2017,3829
597,6/19/2017,5175
598,6/20/2017,5360
599,6/21/2017,5346
600,6/22/2017,5779
601,6/23/2017,5063
602,6/24/2017,4131
603,6/25/2017,3951
604,6/26/2017,4876
605,6/27/2017,5629
606,6/28/2017,5499
607,6/29/2017,5495
608,6/30/2017,5283
609,7/4/2017,6000
